ID,Temperatura,Humedad,Alerta
6050,32.18,70.13,2
6051,22.55,53.72,1
6052,15.95,94.40,1
6053,29.97,73.04,2
6054,33.45,85.92,1
6055,27.48,62.73,2
6056,24.46,74.14,1
6057,32.07,80.04,1
6058,29.77,73.21,1
6059,33.77,55.62,1
6060,25.51,70.76,2
6061,31.79,94.48,3
6062,25.13,44.08,1
6063,34.82,80.90,3
6064,18.49,45.42,1
6065,22.05,79.92,1
6066,32.88,50.55,2
6067,20.89,88.59,3
6068,31.31,69.22,1
6069,25.40,90.54,2
6070,32.89,55.51,2
6071,25.95,76.73,1
6072,17.43,62.18,2
6073,32.56,66.58,1
6074,33.92,74.94,1
6075,29.60,40.60,3
6076,21.97,48.21,1
6077,27.40,45.80,2
6078,27.82,74.49,1
6079,28.50,79.51,1
6080,24.66,73.08,2
6081,19.99,76.48,3
6082,16.98,93.31,3
6083,27.84,58.10,1
6084,26.40,55.68,2
6085,29.02,56.01,2
6086,15.66,84.42,1
6087,21.99,66.50,2
6088,28.24,63.81,3
6089,17.41,82.66,2
6090,34.20,75.61,3
6091,25.60,80.77,3
6092,22.48,77.88,3
6093,33.11,53.10,2
6094,25.49,92.80,3
6095,27.79,76.50,1
6096,17.55,75.38,2
6097,33.00,90.66,2
6098,27.12,54.12,1
6099,23.27,42.91,3
6100,33.12,42.61,3
6101,26.98,43.93,3
6102,30.12,76.94,1
6103,26.57,82.79,3
6104,26.05,84.15,3
6105,28.47,65.29,3
6106,19.31,83.12,3
6107,26.35,91.05,2
6108,30.63,54.51,3
6109,22.50,85.46,1
6110,25.58,55.52,3
6111,20.96,49.92,1
6112,19.66,89.96,2
6113,27.00,64.55,2
6114,32.52,82.64,1
6115,23.49,88.35,3
6116,29.73,46.76,3
6117,23.21,46.90,2
6118,32.13,73.94,2
6119,34.15,89.40,2
6120,20.03,66.92,2
6121,26.95,92.64,1
6122,28.70,65.16,2
6123,24.34,80.18,1
6124,23.32,44.59,2
6125,17.93,84.80,3
6126,29.56,79.94,2
6127,32.63,54.83,3
6128,28.15,83.08,2
6129,24.62,69.42,2
6130,21.79,67.22,2
6131,25.71,79.97,1
6132,33.02,91.18,1
6133,26.38,48.46,1
6134,16.12,43.58,1
6135,17.43,65.86,3
6136,32.84,78.64,1
6137,16.75,54.96,2
6138,27.97,43.40,1
6139,20.49,83.68,3
6140,21.72,45.05,2
6141,23.67,64.59,3
6142,18.76,63.68,1
6143,20.86,93.19,1
6144,20.87,48.27,3
6145,21.32,62.58,2
6146,33.25,78.66,1
6147,30.10,79.93,3
6148,18.52,42.93,3
6149,26.52,91.11,3
6150,21.69,84.04,3
6151,18.56,53.99,2
6152,23.76,80.29,3
6153,30.69,64.33,3
6154,17.27,66.17,2
6155,16.53,76.65,3
6156,30.94,79.16,1
6157,19.87,57.99,2
6158,20.87,65.72,3
6159,20.49,60.82,1
6160,22.42,76.92,3
6161,28.87,56.27,1
6162,30.02,68.27,2
6163,29.25,57.93,1
6164,18.00,90.05,2
6165,16.22,80.79,3
6166,16.98,94.75,3
6167,28.84,75.04,2
6168,32.04,90.58,3
6169,15.54,91.25,3
6170,27.19,66.28,3
6171,33.13,74.04,2
6172,24.74,77.02,2
6173,18.17,70.72,3
6174,21.40,75.12,2
6175,16.02,62.06,3
6176,16.81,43.85,1
6177,19.43,62.87,3
6178,16.24,65.41,2
6179,32.68,45.50,3
6180,17.87,58.68,1
6181,15.13,49.25,3
6182,27.69,81.59,3
6183,16.79,68.41,1
6184,26.49,76.02,1
6185,15.66,85.85,1
6186,19.77,65.75,2
6187,32.33,80.30,3
6188,33.53,85.25,2
6189,26.97,60.31,3
6190,31.15,75.39,1
6191,20.37,89.95,1
6192,23.16,72.61,1
6193,21.74,70.46,3
6194,33.95,71.26,3
6195,29.86,86.68,2
6196,28.95,85.35,1
6197,24.39,90.15,1
6198,26.49,88.70,2
6199,33.04,55.15,3
6200,23.98,89.65,2
6201,26.93,61.94,1
6202,26.81,93.01,1
6203,24.47,76.02,2
6204,31.01,48.70,2
6205,34.25,83.79,3
6206,34.01,56.52,2
6207,17.64,59.51,2
6208,26.97,40.48,3
6209,34.20,92.74,1
6210,21.15,80.81,1
6211,32.67,42.52,3
6212,26.74,74.17,3
6213,18.15,62.86,3
6214,29.89,58.70,3
6215,29.81,86.19,2
6216,26.30,77.57,1
6217,15.51,49.16,2
6218,19.95,46.12,3
6219,28.95,93.08,3
6220,25.67,63.25,2
6221,16.20,90.98,3
6222,29.36,93.77,2
6223,28.98,55.63,2
6224,32.55,90.07,3
6225,22.07,65.53,2
6226,26.62,64.08,1
6227,23.66,61.33,2
6228,20.76,69.41,1
6229,16.89,43.46,3
6230,19.53,92.17,2
6231,16.51,61.11,3
6232,20.59,52.12,1
6233,26.95,53.55,3
6234,24.40,69.87,2
6235,21.93,78.28,1
6236,30.63,79.92,1
6237,16.98,72.40,2
6238,29.18,59.30,3
6239,32.41,57.20,2
6240,29.74,69.98,1
6241,23.30,64.32,1
6242,20.53,87.16,3
6243,19.34,75.81,1
6244,23.97,51.13,2
6245,24.26,75.84,1
6246,34.93,75.33,3
6247,34.70,72.07,1
6248,16.81,44.72,1
6249,18.24,84.01,3
6250,21.30,54.65,1
6251,32.87,58.53,3
6252,31.69,71.80,1
6253,27.85,70.60,3
6254,27.65,54.83,1
6255,34.29,54.49,2
6256,30.11,45.84,3
6257,15.27,45.51,2
6258,25.87,69.89,2
6259,31.01,76.14,2
6260,33.74,67.56,3
6261,20.16,60.63,2
6262,26.61,73.33,1
6263,17.77,62.34,3
6264,16.16,45.12,2
6265,18.43,62.35,1
6266,34.19,78.95,2
6267,19.65,73.57,2
6268,33.96,82.76,3
6269,25.74,94.53,2
6270,15.20,75.30,1
6271,20.82,76.67,3
6272,27.59,92.07,1
6273,21.97,89.10,1
6274,15.32,50.17,3
6275,24.24,67.17,2
6276,22.85,94.33,3
6277,25.75,79.89,1
6278,20.28,93.78,1
6279,16.97,74.56,1
6280,18.24,52.81,2
6281,34.66,76.25,3
6282,32.00,73.60,3
6283,30.04,87.71,1
6284,31.72,85.74,3
6285,31.03,73.81,1
6286,18.43,91.82,2
6287,32.44,43.73,2
6288,27.43,88.51,3
6289,28.51,74.25,3
6290,32.98,76.67,3
6291,30.77,41.21,1
6292,22.17,75.86,1
6293,33.98,67.42,2
6294,34.84,88.61,2
6295,26.03,40.38,1
6296,28.78,60.60,3
6297,17.30,53.15,2
6298,18.75,85.10,1
6299,19.39,77.84,1
6300,24.71,90.53,2
6301,30.16,68.49,2
6302,21.47,65.26,1
6303,15.54,79.98,1
6304,19.90,46.01,2
6305,27.65,86.72,1
6306,34.32,80.50,2
6307,30.90,77.09,1
6308,28.27,54.04,1
6309,17.59,65.15,2
6310,21.02,68.42,1
6311,27.09,79.70,3
6312,33.76,89.72,2
6313,30.83,79.15,3
6314,24.61,77.48,3
6315,28.38,82.33,2
6316,17.61,44.06,1
6317,26.23,81.77,3
6318,25.73,49.27,2
6319,20.36,49.74,2
6320,23.37,81.58,1
6321,16.60,81.43,1
6322,18.89,59.65,2
6323,27.16,59.27,1
6324,25.66,90.13,2
6325,34.84,65.75,3
6326,27.21,93.79,2
6327,33.91,67.26,3
6328,15.71,91.64,3
6329,25.33,45.44,2
6330,25.62,93.15,3
6331,19.36,91.00,3
6332,18.51,79.06,1
6333,31.42,72.42,2
6334,15.01,91.53,1
6335,32.18,68.78,3
6336,18.04,40.07,1
6337,15.00,51.49,2
6338,17.17,92.29,1
6339,24.68,94.32,2
6340,24.69,41.46,1
6341,23.55,46.89,3
6342,23.99,71.40,3
6343,34.30,63.49,2
6344,22.18,76.65,3
6345,21.08,91.96,1
6346,32.76,94.67,1
6347,17.35,68.63,2
6348,15.37,80.12,2
6349,21.58,90.19,2
6350,26.41,70.61,2
6351,16.97,79.32,1
6352,17.62,75.06,2
6353,24.02,53.95,1
6354,19.95,52.99,2
6355,23.64,45.10,1
6356,24.50,69.43,1
6357,34.68,52.61,2
6358,23.10,49.36,3
6359,16.50,40.64,2
6360,18.28,54.59,3
6361,24.92,88.54,2
6362,19.48,85.62,1
6363,16.92,90.41,1
6364,22.17,52.95,2
6365,20.09,79.65,3
6366,15.10,93.10,1
6367,15.97,55.25,2
6368,34.16,49.69,2
6369,30.11,72.78,2
6370,15.16,55.92,1
6371,22.05,86.53,3
6372,28.04,81.90,3
6373,23.15,86.18,1
6374,19.75,87.52,1
6375,17.16,65.54,1
6376,20.70,89.76,3
6377,25.19,44.38,2
6378,16.99,43.71,2
6379,17.68,88.04,3
6380,22.48,51.46,1
6381,15.06,92.83,1
6382,26.92,93.31,3
6383,20.84,40.14,3
6384,34.34,62.52,2
6385,22.11,83.72,2
6386,19.55,66.11,2
6387,33.79,43.73,2
6388,18.73,56.80,2
6389,20.78,76.18,2
6390,19.02,72.29,2
6391,16.25,45.61,1
6392,30.06,80.60,2
6393,34.13,71.58,3
6394,30.66,84.94,1
6395,30.40,62.67,1
6396,25.68,80.63,3
6397,23.44,68.21,2
6398,31.54,89.34,3
6399,15.18,71.95,3
6400,21.09,90.32,3
6401,22.26,81.13,1
6402,32.09,81.55,1
6403,15.29,94.08,2
6404,34.61,56.81,3
6405,33.69,76.69,3
6406,26.57,81.04,1
6407,21.86,47.08,1
6408,31.90,87.01,3
6409,24.90,62.22,1
6410,22.56,77.59,2
6411,26.37,44.01,2
6412,24.59,44.40,2
6413,21.48,80.15,1
6414,21.59,89.11,3
6415,24.91,75.80,2
6416,25.57,40.54,1
6417,20.33,50.78,3
6418,29.92,42.15,2
6419,34.61,68.54,2
6420,15.97,82.43,3
6421,29.28,89.44,1
6422,29.85,72.85,3
6423,16.47,56.61,2
6424,21.07,86.93,1
6425,32.10,59.51,2
6426,18.68,44.26,3
6427,32.81,73.64,2
6428,22.89,65.14,3
6429,24.62,88.19,2
6430,31.82,43.02,2
6431,16.14,61.70,1
6432,27.80,58.87,1
6433,23.98,85.17,3
6434,30.73,49.44,2
6435,18.78,94.97,2
6436,25.58,60.05,2
6437,31.19,59.88,2
6438,33.15,46.00,1
6439,21.18,52.63,3
6440,29.85,74.53,2
6441,32.16,50.93,3
6442,24.63,83.96,3
6443,19.15,53.48,3
6444,21.02,87.39,2
6445,30.55,83.01,2
6446,19.80,84.70,3
6447,30.63,91.75,3
6448,28.90,60.47,2
6449,23.82,78.08,1
6450,31.54,89.32,2
6451,34.96,73.42,3
6452,15.75,85.05,2
6453,30.12,74.45,1
6454,25.01,60.08,3
6455,23.66,57.97,3
6456,21.25,91.16,2
6457,26.07,74.39,3
6458,29.47,63.25,3
6459,30.44,64.67,3
6460,21.74,47.08,3
6461,20.72,72.81,1
6462,16.09,69.71,3
6463,27.92,70.60,1
6464,15.06,61.33,2
6465,29.12,49.62,3
6466,25.50,92.62,2
6467,18.15,77.06,1
6468,33.95,41.27,3
6469,30.16,54.80,2
6470,25.20,40.82,1
6471,29.09,49.62,1
6472,15.83,90.82,2
6473,20.77,74.52,1
6474,31.71,55.08,3
6475,17.31,43.16,1
6476,33.24,80.82,3
6477,23.37,73.95,2
6478,26.73,91.40,1
6479,17.95,60.87,1
6480,21.01,67.73,3
6481,31.06,56.38,1
6482,23.28,51.54,1
6483,27.53,74.78,2
6484,22.52,44.77,2
6485,19.38,93.30,2
6486,15.24,64.82,3
6487,23.22,94.43,1
6488,23.00,94.75,2
6489,29.39,56.53,1
6490,22.33,69.22,3
6491,30.43,82.88,2
6492,20.62,40.93,1
6493,21.63,83.79,1
6494,19.92,45.20,3
6495,21.69,55.61,2
6496,17.06,75.31,3
6497,27.00,72.46,2
6498,17.52,89.84,2
6499,34.90,82.42,3
6500,22.00,90.83,2
6501,28.35,44.07,2
6502,27.24,53.47,1
6503,19.20,93.11,1
6504,34.38,48.57,3
6505,18.84,75.26,3
6506,33.16,80.34,3
6507,31.75,67.08,3
6508,34.41,51.81,1
6509,27.95,91.51,1
6510,34.77,45.61,2
6511,30.51,56.39,2
6512,16.97,91.53,1
6513,27.79,61.01,3
6514,20.08,78.74,1
6515,28.30,72.44,3
6516,27.51,44.91,1
6517,21.78,49.75,1
6518,30.28,80.34,1
6519,22.49,86.17,3
6520,35.00,60.71,3
6521,17.49,48.54,1
6522,26.89,63.24,2
6523,23.54,53.78,3
6524,22.51,44.41,2
6525,24.07,81.86,2
6526,24.38,74.46,2
6527,19.69,77.20,1
6528,17.27,68.21,1
6529,28.78,71.43,3
6530,27.69,47.31,2
6531,19.25,44.24,1
6532,19.70,76.54,2
6533,30.09,85.44,3
6534,27.99,70.58,3
6535,28.23,63.09,2
6536,24.85,63.87,2
6537,22.11,41.63,2
6538,24.08,67.86,3
6539,15.31,66.10,2
6540,34.13,57.45,2
6541,32.90,45.49,2
6542,20.91,83.21,2
6543,28.16,41.80,1
6544,21.37,86.11,2
6545,24.96,88.00,1
6546,30.10,48.11,1
6547,15.91,75.02,1
6548,34.80,53.67,3
6549,25.18,45.46,3
6550,22.56,60.86,2
6551,32.77,80.30,2
6552,29.89,59.53,1
6553,20.14,73.14,3
6554,21.20,86.88,1
6555,19.48,43.27,2
6556,27.02,65.66,3
6557,17.44,94.58,1
6558,31.52,81.04,1
6559,30.97,85.39,2
6560,21.72,94.34,1
6561,25.90,78.31,1
6562,24.94,89.88,2
6563,19.94,41.56,1
6564,21.24,73.01,2
6565,24.00,58.74,2
6566,15.79,61.66,3
6567,22.30,65.85,1
6568,26.28,45.92,2
6569,32.95,78.44,3
6570,16.40,48.83,2
6571,32.11,52.09,3
6572,17.89,81.33,1
6573,26.37,71.94,2
6574,19.90,50.07,1
6575,31.17,69.12,3
6576,16.97,89.92,1
6577,21.77,93.18,2
6578,23.95,68.78,3
6579,17.91,48.59,3
6580,32.84,63.66,2
6581,29.47,74.82,2
6582,29.14,51.39,1
6583,15.88,40.41,3
6584,33.52,76.56,1
6585,21.91,41.89,1
6586,23.68,87.91,1
6587,32.59,56.65,2
6588,15.03,75.27,1
6589,31.43,88.02,1
6590,19.89,58.57,1
6591,33.22,53.61,2
6592,16.42,47.83,2
6593,30.98,60.19,2
6594,17.19,85.29,3
6595,33.21,78.20,3
6596,22.67,51.81,2
6597,34.66,77.13,3
6598,18.86,59.92,1
6599,27.41,74.00,1
6600,34.16,49.62,1
6601,28.07,63.47,1
6602,34.22,59.76,2
6603,32.43,43.70,3
6604,26.85,46.21,2
6605,21.13,66.45,2
6606,30.05,77.03,2
6607,19.28,68.04,3
6608,24.59,90.94,1
6609,31.19,87.13,1
6610,23.16,84.22,3
6611,16.16,58.16,3
6612,19.31,43.67,1
6613,25.18,91.60,1
6614,26.77,42.28,1
6615,28.48,85.85,3
6616,22.78,78.79,1
6617,21.24,41.74,3
6618,15.00,74.92,1
6619,27.95,64.22,1
6620,33.19,62.09,2
6621,23.63,80.92,2
6622,15.26,64.61,3
6623,23.35,75.33,3
6624,34.21,85.99,1
6625,29.65,61.68,2
6626,22.82,68.02,1
6627,25.81,55.81,3
6628,22.32,65.28,2
6629,31.33,68.64,2
6630,33.00,49.84,3
6631,27.71,90.33,3
6632,27.95,41.06,2
6633,27.08,79.19,3
6634,26.89,90.96,1
6635,21.32,82.03,3
6636,20.25,68.37,3
6637,29.52,58.73,2
6638,25.17,57.82,1
6639,25.51,73.47,2
6640,22.73,66.32,3
6641,16.13,61.61,2
6642,22.55,78.81,2
6643,34.88,72.82,2
6644,34.02,48.60,1
6645,20.14,92.51,1
6646,18.99,71.62,1
6647,33.86,40.04,3
6648,30.32,43.27,1
6649,17.19,65.35,3
6650,31.53,85.40,2
6651,34.50,81.83,3
6652,26.32,64.06,3
6653,32.77,77.76,2
6654,24.43,64.87,3
6655,25.17,65.55,1
6656,34.09,85.01,1
6657,21.87,92.91,1
6658,30.67,48.17,1
6659,18.22,92.91,1
6660,26.28,54.27,1
6661,22.64,58.70,1
6662,24.95,77.45,1
6663,25.42,42.11,2
6664,20.45,63.45,2
6665,29.24,78.98,1
6666,25.48,47.31,3
6667,26.83,44.00,1
6668,22.20,62.61,3
6669,24.64,50.08,2
6670,18.83,44.37,3
6671,18.05,85.01,3
6672,18.90,74.71,3
6673,17.08,59.34,3
6674,22.39,56.35,3
6675,26.30,46.47,3
6676,33.70,93.98,2
6677,27.80,88.76,2
6678,30.88,74.94,3
6679,18.43,80.89,3
6680,20.87,41.25,1
6681,30.88,59.49,3
6682,18.09,56.36,3
6683,28.08,90.87,2
6684,27.04,83.55,2
6685,28.94,43.13,3
6686,30.38,91.78,2
6687,19.88,57.58,3
6688,27.50,70.43,3
6689,32.25,40.30,3
6690,27.99,78.11,3
6691,26.87,67.59,3
6692,27.53,43.40,3
6693,28.61,67.64,2
6694,34.58,83.37,1
6695,30.33,48.63,1
6696,34.19,67.05,1
6697,34.94,49.80,1
6698,24.76,82.00,2
6699,20.25,83.44,3
6700,28.00,88.08,3
6701,24.10,43.21,3
6702,27.86,85.78,1
6703,30.93,82.21,1
6704,28.52,42.11,2
6705,28.41,40.69,1
6706,32.08,85.76,1
6707,25.46,77.88,2
6708,28.25,81.40,3
6709,21.08,79.23,3
6710,18.11,41.11,1
6711,25.92,40.84,3
6712,22.12,60.05,3
6713,16.75,44.21,1
6714,23.74,70.84,2
6715,32.84,48.60,3
6716,15.64,89.68,2
6717,19.69,80.04,2
6718,21.76,72.35,2
6719,33.20,85.04,3
6720,26.08,46.71,1
6721,23.52,46.09,2
6722,32.49,87.79,2
6723,28.22,41.89,1
6724,26.37,89.00,2
6725,20.01,81.34,2
6726,20.62,83.68,2
6727,23.89,67.06,1
6728,20.16,76.14,2
6729,22.58,73.84,1
6730,28.03,48.77,3
6731,26.96,70.29,1
6732,22.56,90.13,2
6733,32.38,45.63,1
6734,16.90,80.87,2
6735,32.89,45.03,3
6736,25.16,60.93,1
6737,20.97,62.52,1
6738,28.32,78.09,3
6739,20.50,43.99,2
6740,19.58,60.72,2
6741,27.27,43.21,3
6742,34.22,84.23,3
6743,30.42,83.44,1
6744,20.18,72.03,3
6745,18.62,43.50,1
6746,26.70,44.85,3
6747,34.33,62.60,1
6748,29.20,44.48,3
6749,33.26,63.68,3
6750,21.69,57.62,3
6751,16.06,64.66,1
6752,25.72,81.57,2
6753,27.80,43.69,1
6754,33.68,67.91,1
6755,25.76,54.98,2
6756,28.86,88.00,2
6757,32.52,72.92,3
6758,31.00,87.77,1
6759,18.85,93.39,1
6760,29.52,81.68,1
6761,29.26,54.19,3
6762,34.46,40.51,3
6763,18.96,44.25,3
6764,33.41,70.69,1
6765,20.37,88.33,2
6766,31.26,88.31,1
6767,21.61,49.83,1
6768,22.78,42.20,3
6769,24.41,70.53,1
6770,26.86,74.93,3
6771,21.56,61.35,2
6772,24.64,66.70,3
6773,29.09,55.35,1
6774,27.90,89.38,3
6775,19.94,66.50,1
6776,24.11,81.84,1
6777,17.01,55.75,2
6778,30.77,41.99,2
6779,15.72,68.79,3
6780,33.04,51.69,1
6781,34.04,93.16,3
6782,17.83,68.21,2
6783,23.18,56.38,1
6784,28.01,88.47,2
6785,20.50,61.99,3
6786,21.35,57.68,1
6787,24.56,44.84,1
6788,33.93,68.34,3
6789,18.38,68.95,1
6790,33.45,42.05,3
6791,15.58,70.55,1
6792,22.09,47.80,3
6793,33.03,79.37,3
6794,18.06,84.73,1
6795,27.14,64.42,1
6796,15.50,50.06,3
6797,21.97,55.32,3
6798,15.28,83.21,3
6799,15.30,50.88,2
6800,19.66,48.13,2
6801,31.78,91.15,2
6802,16.66,91.00,1
6803,27.07,54.70,1
6804,25.91,65.34,2
6805,25.24,45.51,2
6806,33.57,67.70,1
6807,26.52,91.08,3
6808,25.00,76.79,3
6809,21.75,79.42,3
6810,23.71,59.43,1
6811,22.80,94.08,2
6812,28.17,79.39,3
6813,19.89,75.76,1
6814,33.66,86.34,2
6815,17.25,53.10,1
6816,33.10,46.92,1
6817,23.05,76.92,1
6818,22.68,86.97,2
6819,21.23,94.61,1
6820,21.09,44.02,1
6821,24.71,84.42,3
6822,17.11,55.54,1
6823,22.96,67.67,3
6824,33.95,42.27,2
6825,20.46,54.76,1
6826,30.50,43.44,3
6827,20.12,63.28,1
6828,26.52,44.02,2
6829,32.78,78.81,3
6830,26.39,47.54,3
6831,29.03,94.60,1
6832,30.66,41.63,3
6833,17.22,70.71,2
6834,20.95,76.27,1
6835,18.98,57.54,1
6836,34.95,49.46,2
6837,30.04,45.10,3
6838,19.64,57.15,1
6839,17.80,58.65,3
6840,24.96,71.66,2
6841,20.40,71.48,1
6842,33.75,62.45,1
6843,18.15,89.90,1
6844,33.41,62.94,1
6845,28.52,79.33,3
6846,26.05,92.57,1
6847,33.22,58.35,3
6848,26.58,83.94,1
6849,20.20,63.03,2
6850,20.01,52.18,1
6851,28.92,55.68,2
6852,31.16,75.43,3
6853,23.33,48.34,3
6854,29.28,84.10,1
6855,23.90,67.68,2
6856,32.91,77.10,3
6857,29.15,86.34,1
6858,16.37,81.64,1
6859,28.47,46.40,1
6860,30.97,85.82,2
6861,28.83,54.08,3
6862,22.22,60.62,2
6863,21.59,44.52,3
6864,25.85,78.29,2
6865,30.51,49.74,2
6866,33.22,78.60,1
6867,28.60,41.85,1
6868,17.10,60.52,3
6869,23.62,60.54,1
6870,20.89,50.38,1
6871,21.56,82.93,3
6872,28.82,74.98,3
6873,26.17,86.56,2
6874,21.17,66.76,2
6875,19.73,60.40,3
6876,25.06,88.56,1
6877,18.40,46.91,1
6878,18.64,84.77,3
6879,30.47,89.48,2
6880,22.63,46.26,1
6881,32.41,76.39,3
6882,18.84,88.28,1
6883,34.39,67.66,1
6884,32.28,77.59,1
6885,24.94,40.73,3
6886,21.01,54.41,1
6887,34.88,84.31,2
6888,24.25,50.05,2
6889,34.80,93.83,2
6890,19.02,48.15,1
6891,25.88,41.29,3
6892,24.96,47.10,1
6893,32.61,42.48,2
6894,33.91,81.15,3
6895,27.99,75.56,1
6896,31.42,62.58,3
6897,24.51,68.74,1
6898,29.83,44.32,1
6899,20.49,76.13,3
6900,24.99,73.56,3
6901,32.90,83.47,3
6902,17.36,67.18,3
6903,15.11,75.70,2
6904,21.97,59.31,2
6905,19.03,75.70,1
6906,30.70,82.99,2
6907,25.51,41.00,1
6908,34.69,48.62,2
6909,25.14,56.46,2
6910,26.39,77.58,1
6911,25.66,71.76,1
6912,33.87,81.98,1
6913,19.62,83.22,3
6914,19.92,72.49,3
6915,29.05,93.95,1
6916,16.28,87.60,3
6917,33.70,75.53,2
6918,21.57,53.28,2
6919,22.20,81.26,1
6920,22.45,84.35,3
6921,30.51,73.51,2
6922,19.90,41.69,1
6923,31.42,93.64,2
6924,21.02,81.10,1
6925,19.91,76.58,3
6926,32.08,46.52,1
6927,26.80,61.77,1
6928,25.76,69.82,2
6929,31.79,84.35,2
6930,15.67,78.75,1
6931,34.96,81.50,1
6932,23.36,91.68,3
6933,15.08,55.57,1
6934,29.24,82.60,1
6935,23.71,90.67,3
6936,23.97,46.55,2
6937,31.95,77.21,1
6938,18.12,68.53,3
6939,26.88,62.00,3
6940,27.04,73.74,3
6941,32.64,74.41,3
6942,25.93,88.75,3
6943,26.54,47.86,2
6944,16.03,57.33,1
6945,19.21,43.79,1
6946,29.98,41.13,3
6947,19.02,44.94,3
6948,27.81,71.12,1
6949,17.27,60.00,2
6950,25.69,59.17,3
6951,21.57,48.52,3
6952,31.15,79.46,3
6953,17.01,80.49,1
6954,32.94,44.29,3
6955,24.61,45.38,2
6956,18.39,55.13,3
6957,34.68,77.15,1
6958,32.62,66.13,2
6959,18.63,61.92,3
6960,20.84,73.94,1
6961,15.82,49.16,3
6962,31.33,66.89,1
6963,24.95,73.91,1
6964,19.40,84.49,1
6965,24.80,42.16,3
6966,29.41,93.25,3
6967,21.65,79.27,3
6968,24.86,75.08,1
6969,22.51,67.16,1
6970,20.28,56.83,2
6971,24.60,88.56,2
6972,32.35,63.10,2
6973,32.91,53.70,2
6974,25.59,44.31,2
6975,24.76,66.83,3
6976,20.45,86.42,1
6977,25.88,89.70,3
6978,32.98,40.01,2
6979,32.81,63.16,1
6980,33.59,87.45,3
6981,20.73,41.02,1
6982,23.13,84.73,3
6983,24.82,71.58,3
6984,18.46,59.40,1
6985,24.91,68.66,1
6986,19.15,40.41,1
6987,21.39,64.51,1
6988,28.83,76.37,2
6989,33.59,90.18,1
6990,31.71,55.45,3
6991,26.45,89.01,2
6992,26.66,53.80,3
6993,31.30,56.01,3
6994,26.95,90.78,3
6995,21.96,83.12,2
6996,19.74,50.61,1
6997,22.75,59.83,2
6998,32.75,58.08,2
6999,32.95,76.94,2
7000,16.76,63.35,2
7001,32.16,59.05,3
7002,28.57,53.66,2
7003,24.51,44.12,3
7004,27.21,66.91,2
7005,22.75,77.29,2
7006,27.44,40.95,1
7007,16.70,83.02,1
7008,25.10,47.62,3
7009,22.71,65.52,1
7010,27.31,85.88,1
7011,25.25,73.74,2
7012,17.39,64.66,3
7013,33.58,59.44,2
7014,24.03,94.86,2
7015,31.18,85.22,3
7016,31.00,70.79,1
7017,30.07,90.52,2
7018,17.85,40.16,1
7019,21.71,51.06,2
7020,29.78,74.24,3
7021,21.10,71.04,2
7022,23.86,45.26,2
7023,16.46,40.76,2
7024,17.78,58.98,2
7025,23.81,91.89,3
7026,26.69,42.46,2
7027,22.18,65.93,3
7028,19.22,41.30,1
7029,27.72,62.18,3
7030,31.04,42.10,3
7031,31.07,68.67,1
7032,33.13,74.56,2
7033,20.67,60.74,1
7034,16.43,90.18,3
7035,27.15,46.01,1
7036,16.71,82.30,1
7037,29.08,43.32,3
7038,21.67,87.57,1
7039,19.31,70.65,2
7040,21.18,78.44,3
7041,18.60,90.92,2
7042,26.55,87.18,2
7043,18.34,45.94,3
7044,15.00,94.93,3
7045,31.74,47.39,3
7046,29.45,68.70,2
7047,31.70,52.00,1
7048,34.26,41.81,3
7049,21.67,64.66,2
7050,33.35,70.26,2
7051,26.08,80.73,1
7052,29.45,51.09,3
7053,24.11,48.64,3
7054,25.09,46.21,1
7055,27.79,65.64,3
7056,21.04,58.61,2
7057,16.79,78.14,2
7058,17.86,55.92,3
7059,26.82,94.01,2
7060,30.13,94.15,3
7061,29.05,49.91,3
7062,25.29,42.66,3
7063,31.32,60.64,1
7064,16.90,69.17,3
7065,18.82,51.13,2
7066,24.88,69.95,1
7067,33.90,93.64,1
7068,15.78,71.92,3
7069,18.45,54.41,3
7070,21.91,67.25,2
7071,18.40,83.86,3
7072,18.01,90.61,3
7073,15.59,71.29,3
7074,18.53,72.44,1
7075,26.19,69.05,2
7076,15.22,56.02,2
7077,31.80,64.12,1
7078,23.39,80.70,2
7079,23.74,84.05,1
7080,20.92,72.51,1
7081,27.93,77.85,1
7082,17.31,55.26,1
7083,25.04,57.99,1
7084,15.57,58.28,3
7085,22.47,58.69,1
7086,26.74,74.54,3
7087,31.74,45.83,3
7088,16.37,40.37,2
7089,33.76,50.98,2
7090,15.55,91.41,3
7091,18.47,69.50,1
7092,21.06,79.92,1
7093,16.52,53.64,2
7094,31.27,64.98,1
7095,26.02,44.90,3
7096,26.48,61.34,2
7097,25.34,55.31,1
7098,29.48,52.47,3
7099,18.35,92.36,1
7100,15.29,45.80,3
7101,19.39,70.60,1
7102,16.55,71.22,3
7103,22.28,65.63,3
7104,32.98,86.85,2
7105,29.51,81.29,2
7106,30.60,72.57,3
7107,31.37,69.74,3
7108,30.72,66.46,2
7109,28.98,56.13,1
7110,17.91,45.64,2
7111,28.12,59.80,1
7112,27.97,66.87,1
7113,28.59,41.88,3
7114,27.02,91.81,3
7115,30.33,77.25,3
7116,26.03,50.26,2
7117,15.97,85.42,3
7118,18.68,68.47,1
7119,31.15,76.67,2
7120,34.29,72.15,2
7121,30.94,42.82,3
7122,28.80,94.61,2
7123,27.18,47.41,3
7124,17.84,71.84,1
